index,salary,description_tokens
656,,"['hadoop', 'spark', 'numpy', 'snowflake', 'python', 'power_bi', 'tableau', 'r', 'java', 'c++', 'git', 'pandas']"
657,,
658,,"['python', 'looker', 'r', 'sql']"
659,,"['excel', 'spss', 'sas']"
660,,"['python', 'looker', 'r', 'sql']"
661,,"['python', 'excel', 'power_bi', 'jira', 'tableau', 'aws', 'git', 's"
662,,
663,,
664,,[]
665,,
666,,"['python', 'go', 'tableau', 'sql', 'excel', 'power_bi']"
667,,"['python', 'go', 'tableau', 'sql', 'excel', 'power_bi']"
668,10Ð20 an hour,"['javascript', 'excel', 'spss', 'sas', 'sql']"
669,,"['spreadsheet', 'gcp', 'python', 'r', 'tableau', 'sql', 'bigquery']"
670,,"['spreadsheet', 'gcp', 'python', 'r', 'tableau', 'sql', 'bigquery']"
671,,[]
672,,"['python', 'r', 'sql', 'snowflake']"
673,,[]
674,,"['hadoop', 'sas', 'spark', 'cognos', 'python', 'r', 'powerpoint', 'tableau', 'sql', 'excel', 'power_bi']"
675,,"['hadoop', 'sas', 'spark', 'cognos', 'python', 'r', 'powerpoint', 'tableau', 'sql', 'excel', 'power_bi']"
676,,"['alteryx', 'python', 'power_bi', 'tableau', 'sql']"
677,,"['power_bi', 'r', 'word', 'powerpoint', 'sql', 'excel']"
678,,[]
679,,"['sas', 'python', 'excel']"
680,,
681,,[]
682,,[]
683,,"['power_bi', 'tableau']"
684,,"['powershell', 'tableau', 'sql']"
685,,"['powershell', 'tableau', 'sql']"
686,,"['power_bi', 'tableau']"
687,,"['python', 'power_bi', 'aws', 'sql']"
688,,"['sas', 'r', 'sql']"
689,,[]
690,,['go']
691,,"['gcp', 'word', 'python', 'excel', 'power_bi', 'powerpoint', 'tableau', 'sql']"
692,,
693,,"['power_bi', 'ssrs', 'sql']"
694,,"['power_bi', 'ssrs', 'sql']"
695,,"['python', 'tableau"
696,,[]
697,,
698,,
699,,"['azure', 'ssis', 'dax', 'sql', 'snowflake', 'excel', 'power_bi', 'terminal', 'aws']"
700,,['excel']
701,,['go']
702,,"['tableau', 'sql', 'power_bi']"
703,,"['tableau', 'sql', 'power"
704,,"['tableau', 'sql', 'power"
705,,"['sas', 'qlik', 'word', 'powerpoint', 'tableau', 'sql', 'excel', 'power_bi']"
706,,"['sas', 'qlik', 'word', 'powerpoint', 'tableau', 'sql', 'exce"
707,,"['sas', 'python', 'r', 'tableau', 'sql']"
708,,['sql']
709,,['sql']
710,,"['gitlab', 'pyspark', 'python', 'sql']"
711,,[]
712,,[]
713,,"['alteryx', 'sap', 'python', 'r', 'sql']"
714,,"['hadoop', 'azure', 'sql']"
715,,"['excel', 'tableau']"
716,,"['sql', 'power_bi', 'spss']"
717,,"['vba', 'sap', 'qlik', 'powerpoint', 'sql', 'excel', 'power_bi']"
718,,"['python', 'power_bi', 'tableau', 'sql']"
719,,"['spreadsheet', 'java', 'sql']"
720,,"['spreadsheet', 'java', 'sql']"
721,,
722,,"['word', 'powerpoint', 'tableau', 'excel', 'power_bi']"
723,,
724,,
725,,
726,,
727,,"['sas', 'sql']"
728,,"['powerpoint', 'tableau', 'sql', 'excel']"
729,,"['word', 'powerpoint', 'excel']"
730,,"['word', 'powerpoint', 'excel']"
731,,"['word', 'powerpoint', 'excel']"
732,,"['word', 'powerpoint', 'excel']"
733,,"['power_bi', 'sql', 'excel', 'power_bi']"
734,,[]
735,,[]
736,,[]
737,,['c']
738,,"['sas', 'spark', 'power_bi', 'python', 'looker', 'matplotlib', 'r', 'scala', 'jira', 'tableau', 'sql',"
739,,"['excel', 'dart', 'sql']"
740,,['sql']
741,,"['python', 'tableau', 'sql', 'aws']"
742,,"['alteryx', 'java', 'sql', 'excel', 'aws']"
743,,"['sas', 'r', 'spss']"
744,,"['sas', 'r', 'spss']"
745,,"['power_bi', 'python', 'r', 'tabl"
746,,"['go', 'tableau', 'sql', 'excel', 'power_bi']"
747,,[]
748,,"['crystal', 'power_bi', 'sql']"
749,,['c']
750,,"['excel', 'ssis', 'sql']"
751,,"['python', 'jira', 'sql']"
752,,['go']
753,,"['python', 'jira', 'sql']"
754,,"['looker', 'jira', 'tableau', 'sql', 'power_bi']"
755,,['c']
756,,"['word', 'powerpoint', 'tableau', 'excel']"
757,,['splunk']
758,,"['sql', 'excel', 'power_bi']"
759,,"['crystal', 'azure', 'ssrs', 'sql', 'excel', 'sharepoint']"
760,,['sql']
761,,"['word', 'powerpoint', 'excel', 'power_bi']"
762,,"['sas', 'qlik', 'word', 'powerpoint', 'tableau', 'sql', 'excel', '"
763,,"['word', 'powerpoint', 'excel', 'power_bi']"
764,,"['ssrs', 'tableau', 'sql']"
765,,"['looker', 'sql']"
766,,[]
767,,[]
768,,"['power_bi', 'excel', 'powerpoint', 'ta"
769,,"['snowflake', 'sql']"
770,,"['power_bi', 'python', 'r', 'tableau', 'sql', 'snowflake', 'excel', 'power_bi']"
771,,"['power_bi', 'python', 'r', 'tableau', 'sql', 'snowflake', 'excel', 'power_bi']"
772,,"['python', 'power_bi', 'azure', 'tableau', 'c++', 'sql']"
773,,"['excel', 'sql']"
774,,
775,,"['cognos', 'word', 'vba', 'excel', 'powerpoint', 'sql']"
776,,"['bigquery', 'qlik', 'excel', 'power_bi', 'linux', 'tableau', 'sql']"
777,,['sql']
778,,"['spark', 'snowflake', 'python', 'sql']"
779,,
780,,
781,,['excel']
782,63.6KÐ95.4K a year,"['hadoop', 'pyspark', 'pandas', 'ggplot2', 'python', 'scikit-learn', 'r', 'powerpoint', 'tableau', 'sql', 'numpy']"
783,,"['sql', 'excel']"
784,,[]
785,,"['mysql', 'azure', 'power_bi', 'ssis', 'sql', 'snowflake', 'excel', 'power_bi']"
786,,"['mysql', 'azure', 'power_bi', 'ssis', 'sql', 'snowflake', 'excel', 'power_bi']"
787,,"['python', 'r', 'sql']"
788,,"['alteryx', 'sap', 'cognos', 'ssis', 'sql', 'excel']"
789,61KÐ78K a year,"['outlook', 'assembly', 'sas', 'spreadsheet', 'word', 'sharepoint']"
790,"5,076 a month",
791,,"['hadoop', 'python', 'tableau', 'sql', 'snowflake']"
792,,[]
793,77KÐ116K a year,
794,"101,714Ð120,779",
795,20Ð40 an hour,[]
796,,[]
797,,
798,,[]
799,,"['r', 'python', 'excel', 'sql', 'tableau']"
800,15 an hour,[]
801,,
802,,['go']
803,,[]
804,,[]
805,,"['ggplot2', 'dplyr', 'r']"
806,,"['ggplot2', 'dplyr', 'r']"
807,,"['ggplot2', 'dplyr', 'r']"
808,,"['r', 'html']"
809,,"['r', 'html']"
810,40Ð75 an hour,[]
811,60Ð125 an hour,
812,,[]
813,,[]
814,10Ð15 an hour,['postgresql']
815,,
816,,[]
817,50Ð80 an hour,['go']
818,40Ð75 an hour,
819,,
820,15 an hour,['excel']
821,,
822,,['sql']
823,,
824,,"['python', 'git']"
825,,
826,,"['python', 'tableau', 'r', 'sas', 'sql']"
827,,
828,,
829,,"['mysql', 'snowflake', 'excel', 'ssis', 'power_bi', 'azure', 'sql']"
830,65KÐ75K a year,
831,70Ð80 an hour,"['css', 'excel', 'sql']"
832,,
833,,['sql']
834,,
835,,"['power_bi', 'snowflake', 'sql']"
836,,"['power_bi', 'snowflake', 'sql']"
837,40Ð45 an hour,['tableau']
838,40Ð45 an hour,['tableau']
839,,
840,,"['gitlab', 'airflow', 'snowflake', 'python', 'docker', 'r', 'sql', 'c']"
841,,"['gitlab', 'airflow', 'snowflake', 'python', 'docker', 'r', 'sql', 'c']"
842,,"['hadoop', 'spark', 'numpy', 'python', 'nosql', 'docker', 'aws', 'r', 'git', 'pandas', 'sql']"
843,,[]
844,,[]
845,,['aws']
846,,['aws']
847,,['aws']
848,,"['excel', 'power_bi', 'sql',"
849,,"['hadoop', 'pyspark', 'plotly', 'pandas', 'nltk', 'spark', 'seaborn', 'python', 'scikit-learn', 'keras', 'matplotlib', 'r"
850,,"['hadoop', 'pyspark', 'plotly', 'pandas', 'nltk', 'spark', 'seaborn', 'python', 'scikit-learn', 'keras', 'matplotlib', 'r"
851,,"['spark', 'sql', 'snowflake', 'power_bi']"
852,,"['spark', 'snowflake', 'python', 'sql']"
853,,"['spark', 'snowflake', 'python', 'sql']"
854,,"['spark', 'snowflake', 'python', 'sql']"
855,,['sql']
856,,['sql']
857,30Ð35 an hour,
858,,"['power_bi', 'tableau', 'sql']"
859,,[]
860,75K a year,"['excel', 'sap']"
861,,"['java', 'c++']"
862,,[]
863,,"['python', 'excel', 'sql']"
864,100KÐ125K a year,['python
865,100KÐ125K a year,['python
866,,
867,,
868,,"['spark', 'python', 'r', 'tensorflow', 'scala', 'sql', 'nosql']"
869,,"['tensorflow', 'scikit-learn', 'keras', 'solidity', 'pytorch']"
870,,[]
871,,[]
872,,[]
873,,"['hadoop', 'spark', 'python', 'r', 'word', 'sql']"
874,,
875,,[]
876,70KÐ90K a year,"['looker', 'go', 'sql']"
877,,
878,,"['python', 'sql']"
879,,"['python', 'r', 'tableau', 'sql']"
880,,"['python', 'tableau', 'r', 'sas', 'sql']"
881,,"['power_bi', 'word', 'powerpoint', 'excel']"
882,,"['hadoop', 'spark', 'julia', 'python', 'scala', 'nosql', 'mongodb', 'r', 'java', 'c++', 'sql', 'pandas']"
883,,"['go', 'excel']"
884,,"['go', 'excel']"
885,,"['alteryx', 'power_bi', 'python', 'r', 'sql', 'excel']"
886,,"['looker', 'sql']"
887,,
888,114KÐ163K a year,
889,,[]
890,,
891,,"['pyspark', 'airflow', 'python', 'ssis', 'aws', 'sql']"
892,,"['excel', 'sql']"
893,,
894,,
895,,
896,,
897,,
898,,
899,,
900,,"['sas',"
901,,
902,,"['tableau', 'sql', 'excel', 'power_bi']"
903,,
904,,
905,,
906,,
907,,
908,,
909,,
910,,"['gcp', 'snowflake', 'azure', 'aws', 'sql']"
911,,
912,,
913,,"['outlook', 'word', 'excel', 'powerpoint']"
914,,"['go', 'excel']"
915,,['excel']
916,,"['azure', 'python', 'sql', 'unix']"
917,,['spreadsheet
918,,[]
919,,[]
920,,"['vba', 'sql', 'excel', 'power_bi']"
921,,"['snowflake', 'azure']"
922,,"['power_bi', 'tableau']"
923,110KÐ140K a year,
924,,[]
925,,
926,,"['excel', 'sql']"
927,,"['postgresql', 'python', 'r', 'sql']"
928,,"['postgresql', 'python', 'r', 'sql']"
929,,
930,,['sql']
931,12.19Ð15.56 an hour,
932,18.33Ð28.20 an hour,
933,18.33Ð28.20 an hour,
934,18.33Ð28.20 an hour,
935,18.33Ð28.20 an hour,
936,19.55Ð21.07 an hour,
937,20Ð30 an hour,"['python', 'excel', 'power_bi', 'tableau', 'r', 'java', 'sql']"
938,,"['python', 'tableau', 'sql', 'snowflake', 'excel']"
939,,[]
940,,"['qlik', 'power_bi', 'ssrs', 'python', 'tableau', 'sql']"
941,,"['azure', 'pyt"
942,,[]
943,,"['python', 'excel', 'r', 'sql']"
944,,[]
945,,"['python', 'excel', 'power_bi', 'r', 'c']"
946,,
947,,['excel']
948,,"['word', 'excel', 'spreadsheet', 'sql']"
949,,
950,,"['cognos', 'spreadsheet', 'word', 'tableau', 'sql']"
951,,
952,,"['spreadsheet', 'java', 'sql']"
953,,[]
954,,"['outlook', '"
955,,"['python', 'tableau', 'sql', 'power_bi']"
956,,"['js', 't-sql', 'javascript', 'python', 'git', 'c', 'asp.net', 'pl/sql', 'sql']"
957,,"['azure', 'sql']"
958,,
959,,
960,,"['sql', 'c']"
961,,"['word', 'excel', 'sharepoint', 'azure', 'sql']"
962,,"['hadoop', 'outlook', 'word', 'excel', 'spreadsheet', 'sharepoint', 'azure', 'visio', 'sql']"
963,,"['hadoop', 'outlook', 'word', 'excel', 'spreadsheet',"
964,,"['bigquery', 'power_bi', 'tableau', 'sql']"
965,,
966,,"['ssrs', 'python', 'jira', 'tableau', 'sql', 'power_bi']"
967,,
968,,"['hadoop', 'python', 'github', 'linux', 'java', 'sql', 'splunk']"
969,,
970,,"['python', 'r']"
971,"83,793 a year",
972,"83,793 a year",
973,,"['python', 'r']"
974,18.50 an hour,
975,,
976,,
977,,"['power_bi', 'tableau', 'sql']"
978,,"['outlook', 'spreadsheet', 'word', 'excel', 'power_bi']"
979,,
980,,['sql']
981,,"['excel', 'spreadsheet', 'sap']"
982,,"['power_bi', 'powerpoint', 'sql', 'excel']"
983,,"['python', 'r', 'tableau', 'sql', 'gdpr', 'power_bi']"
984,,['sql']
985,,
986,,
987,,['sharepoint']
988,,[]
989,,"['excel', 'go', 'sq"
990,,"['excel', 'go',"
991,,
992,,
993,,
994,,"['hadoop', 'sas', 'spark', 'javascript', 'python', 'r', 'go"
995,,['sql']
996,,"['spreadsheet', 'java', 'sql']"
997,,"['hadoop', 'spark', 'powershell', 'redshift', 'python', 'aws', 'sql']"
998,,['excel']
999,,['excel']
1000,,"['spark', 'gcp', 'python', 'r', 'scala', 'tableau', 'sql', 'power_bi']"
1001,,"['spark', 'gcp', 'python', 'r', 'scala', 'tableau', 'sql', 'power_bi']"
1002,,
1003,,"['excel', 'powerpoint']"
1004,,"['excel', 'power_bi', 'sql']"
1005,,"['vba', 'excel', 'sql']"
1006,,"['python', 'tableau', 'sql']"
1007,,[]
1008,105KÐ130K a year,
1009,,"['excel', 'power_bi', 'looker', 'tableau', 'sql']"
1010,,
1011,,"['alteryx', 'mysql', 'excel', 'tableau', 'sql']"
1012,,
1013,,[]
1014,,"['excel', 'sql']"
1015,,"['snowflake', 'python', 'sql']"
1016,,"['excel', 'sql']"
1017,,"['python', 'looker', 'r', 'airflow', 'tableau', 'sql', 'sn"
1018,,['sap']
1019,,[]
1020,,"['word', 'excel']"
1021,30Ð32 an hour,
1022,,[]
1023,,"['python', 'r', 'sql', 'excel', 'power_bi']"
1024,,['sql']
1025,,"['python', 'r']"
1026,,"['spreadsheet', 'sql', 'excel']"
1027,,
1028,60Ð70 an hour,"['airflow', 'power_bi', 'aws', 'sql']"
1029,,"['python', 'sql']"
1030,,
1031,,"['outlook', 'pandas', 'python', 'github', 'word', 'go', 'tableau', 'sql', 'excel', 'aws']"
1032,,['excel']
1033,,"['outlook', 'pandas', 'python', 'github', 'word', 'go', 'tableau', 'sql', 'excel', 'aws']"
1034,,"['cognos', 'word', 'vba', 'excel', 'powerpoint', 'sql']"
1035,60Ð70 an hour,"['airflow', 'power_bi', 'aws', 'sql']"
1036,18.33Ð28.20 an hour,
1037,,"['crystal', 'ssrs', 'power_bi']"
1038,,
1039,,"['tableau', 'sql', 'excel', 'power_bi']"
1040,,
1041,,
1042,,"['excel', 'sap']"
1043,,"['alteryx', 'tableau', 'power_bi']"
1044,,
1045,,[]
1046,18.33Ð28.20 an hour,
1047,,"['power_bi', 'python', 'sql', 'power_bi']"
1048,,"['sas', 'spreadsheet', 'word', 'sql'"
1049,8Ð20 an hour,
1050,,"['azure', 'gcp', 'julia', 'python', 'r', 'tableau', 'sql', 'rshiny', 'aws']"
1051,,"['qlik', 'excel', 'power_bi', 'spreadsheet', 'tableau', 'sql']"
1052,,
1053,,"['sas', 'spreadsheet', 'word', 'sql'"
1054,,"['power_bi', 'python', 'sql', 'power_bi']"
1055,,"['python', 'tableau', 'jira', 'aws', 'sql', 'jupyter']"
1056,18.33Ð28.20 an hour,
1057,,
1058,,"['power_bi', 'python', 'r', 'tableau', 'sql', 'excel', 'aws']"
1059,,[]
1060,,
1061,,"['word', 'vba', 'python', 'excel', 'power_bi', 'powerpoint'"
1062,,"['power_bi', 'javascript', 'python', 'docker', 'tableau', 'java', 'c++', 'sas']"
1063,,['sql']
1064,,[]
1065,,
1066,,['spreadsheet']
1067,,
1068,,"['python', 'r', 'sql']"
1069,,"['power_bi', 'r', 'word', 'powerpoint', 'sql', 'excel']"
1070,,"['azure', 'nltk', 'gcp', 'python', 'scikit-learn', 'pytorch', 'tensorflow', 'bigquery"
1071,,[]
1072,,['spreadsheet']
1073,,[]
1074,,"['python', 'go', 'sql', 'snowflake', 'splunk']"
1075,,
1076,,['sap']
1077,,"['python', 'splunk', 'tableau', 'r', 'j"
1078,,"['excel', 'power_bi', 'sql']"
1079,,"['excel', 'power_bi']"
1080,,
1081,,
1082,,[]
1083,,"['excel', 'power_bi']"
1084,,"['tableau', 'sql']"
1085,,
1086,,[]
1087,,['sql']
1088,,"['sas', 'sql', 'excel']"
1089,,"['azure', 'python', 'r', 'github', 'word', 'sql', 'power_bi', 'aws']"
1090,,"['dax', 'sql', 'snowflake', 'power_bi']"
1091,,['tableau']
1092,,
1093,,['excel']
1094,,['tableau']
1095,,['python']
1096,,"['python', 'power_bi', 'sql']"
1097,,"['spreadsheet', 'tableau', 'sql', 'excel', 'power_bi']"
1098,,"['tableau', 'sql', 'bigquery']"
1099,,
1100,,"['tableau', 'sql', 'bigquery']"
1101,,"['excel', 'sql']"
1102,,"['spreadsheet', 'tableau', 'sql', 'excel', 'power_bi']"
1103,,"['python', 'power_bi', 'sql']"
1104,,"['tableau', 'sql', 'bigquery']"
1105,,
1106,,"['tableau', 'sql', 'bigquery']"
1107,,
1108,,"['excel', 'sql']"
1109,60KÐ100K a year,
1110,,"['azure', 't-sql', 'git', 'jira', 'sql', 'snowflake']"
1111,10Ð20 an hour,"['javascript', 'excel', 'spss', 'sas', 'sql']"
1112,10Ð20 an hour,"['javascript', 'excel', 'spss', 'sas', 'sql']"
1113,10Ð20 an hour,"['javascript', 'excel', 'spss', 'sas', 'sql']"
1114,10Ð20 an hour,"['javascript', 'excel', 'spss', 'sas', 'sql']"
1115,10Ð20 an hour,"['javascript', 'excel', 'spss', 'sas', 'sql']"
1116,10Ð20 an hour,"['javascript', 'excel', 'spss', 'sas', 'sql']"
1117,,"['python', 'power_bi', 'azure', 'tableau', 'c++', 'sql']"
1118,,[]
1119,,"['powershell', 'mysql', 'azure', 'gcp', 'postgres', 'go', 'sql', 'aws']"
1120,,"['powershell', 'mysql', 'azure', 'gcp', 'postgres', 'go', 'sql', 'aws']"
1121,,"['python', 'r', 'tableau', 'sql', 'power_bi']"
1122,,"['sap', 'sql']"
1123,,"['python', 'r', 'sql']"
1124,,"['sas', 'python', 'r', 'tableau', 'sql', 'excel']"
1125,,"['excel', 'power_bi', 'tableau']"
1126,,"['python', 'r', 'tableau', 'excel', 'power_bi']"
1127,,[]
1128,,['sql']
1129,,['sql']
1130,,"['sas', 'python', 'r', 'sql', 'excel']"
1131,,[]
1132,,"['snowflake', 'excel', 'sharepoint', 'splunk', 'tableau', 'sql']"
1133,,[]
1134,,"['excel', 'sql']"
1135,,"['html', 'js', 'python', 'css', 'go', 'tableau', 'sql', 'excel', 'power_bi']"
1136,,"['tableau', 'sql', 'excel']"
1137,,"['excel', 'power_bi', 'sap', 'tableau']"
1138,,"['python', 'tableau', 'jira', 'sql', 'snowflake']"
1139,,"['sas', 'r', 'word', 'sql', 'spss']"
1140,,"['spark', 'python', 'looker', 'r', 'airflow', 'scala', 'tableau', 'sq"
1141,,
1142,,['p
1143,,"['vba', 'alteryx', 'power_bi', 'sql']"
1144,,"['sap', 'word', 'powerpoint', 'sql', 'excel']"
1145,,"['ssrs', 'excel', 'power_bi', 'sharepoint', 'sql']"
1146,,"['word', 'powerpoint', 'exc"
1147,,"['python', 'looker', 'r', 'airflow', 'tableau', 'sql', 'snowflake', 'aws']"
1148,,['excel']
1149,,"['excel', 'sql']"
1150,,"['spreadsheet', 'word', 'sql', 'excel']"
1151,,
1152,,"['outlook', 'excel', 'powerpoint', 'sharepoint']"
1153,,"['python', 'sql']"
1154,,"['python', 'sql']"
1155,,['pyth
1156,,"['pyspark', 'spark', 'gcp', 'power_bi', 'looker', 'airflow', 'sql', 'nosql']"
1157,,"['visual_basic', 'sql']"
1158,,"['power_bi', 'tableau']"
1159,,"['asp.net', 'crystal', 'ssrs', 'ssis', 'pl/sql', 'c++', 'vb.net', 'sql', 'c']"
1160,,"['vba', 'power_bi', 'sql', 'excel']"
1161,,"['word', 'excel', 'sas']"
1162,,"['airflow', 'aws', 'sql']"
1163,,[]
1164,,[]
1165,,
1166,,"['python', 'tableau', 'sql']"
1167,,"['redshift', 'sql']"
1168,,"['linux', 'r', 'sql']"
1169,,"['r', 'python', 'excel', 'power_bi', 'sql', 'tableau']"
1170,,"['python', 'sql', 'bigquery']"
1171,,"['python', 'sql', 'bigquery']"
1172,,"['python', 'sql', 'bigquery']"
1173,,"['power_bi', 'python', 'r', 'tableau', 'sql', 'snowflake', 'excel', 'power_bi']"
1174,,[]
1175,,"['spreadsheet', 'python', 'r', 'tableau', 'sql', 'excel', 'power_bi']"
1176,,[]
1177,,"['excel', 'powerpoint', 'tableau']"
1178,,"['excel', 'powerpoint', 'tableau']"
1179,,[]
1180,,
1181,,"['ssrs', 'python', 'ssis', 'word', 'dax', 'powerpoint', 'tableau', 'sql', 'excel', 'power_bi']"
1182,,"['excel', 'spreadsheet', 'sap']"
1183,,[]
1184,,"['python', 'aws']"
1185,,"['power_bi', 'tableau']"
1186,,"['vba', 'alteryx', 'sap', 'tableau', 'sql', 'sharepoint']"
1187,,"['c', 'sql', 'gdpr']"
1188,,['go']
1189,,['go']
1190,,"['python', 'tableau', 'sql', 'visio', 'aws', 'unix']"
1191,,
1192,,"['sas', 'sql']"
1193,,"['go', 'tableau', 'sql', 'excel', 'power_bi']"
1194,,[]
1195,,[]
1196,,[]
1197,,"['sql', 'snowflake', 'power_bi']"
1198,,"['r', 'go']"
1199,,"['python', 'scala']"
1200,,"['outlook', 'qlik', 'power_bi', 'word', 'python', 'excel', 'powerpoint', 'sharepoint', 'github', 'jupyter']"
1201,,"['pyspark', 'tableau', 'aws']"
1202,,"['power_bi', 'python', 'r', 'powerpoint', 'sql', 'excel', 'power_bi']"
1203,,"['python', 'r', 'sql', 'sharepoint']"
1204,,"['python', 'power_bi', 'jira', 'sql']"
1205,,"['sas', 'python', 'r', 'tableau', 'sql', 'spss']"
1206,,"['outlook', 'power_bi', 'python', 'r', 'qlik', 'word', 'powerpoint', 'tableau', 'excel', 'perl']"
1207,,"['python', 'r', 'tableau', 'sql']"
1208,,"['go', 'tableau', 'sql', 'excel', 'power_bi"
1209,,['
1210,,"['vba', 'excel', 'power_bi', 'tableau', 'sql']"
1211,,"['sas', 'spark', 'power_bi', 'python', 'matplotlib', 'r', 'scala', 'tableau', 'sql', 'excel', 'power_bi', '"
1212,,[]
1213,,"['vba', 'sas', '"
1214,,"['alteryx', 'power_bi']"
1215,,"['alteryx', 'power_bi']"
1216,,"['vba', 'word', 'powerpoint', 'excel']"
1217,,"['python', 'r', 'github', 'microstrategy', 'jira', 'sql', '"
1218,,
1219,,"['python', 'r', 'tableau', 'sql', 'excel', 'power_bi']"
1220,,"['python', 'r', 'tableau', 'sql', 'excel', 'power_bi']"
1221,,"['python', 'r', 'tableau', 'sql', 'excel', 'power_bi']"
1222,,"['python', 'r', 'tableau', 'sql', 'excel', 'power_bi']"
1223,,"['python', 'r', 'tableau', 'sql', 'excel', 'power_bi']"
1224,,"['python', 'r', 'tableau', 'sql', 'excel', 'power_bi']"
1225,,"['python', 'r', 'tableau', 'sql', 'excel', 'power_bi']"
1226,,"['python', 'r', 'tableau', 'sql', 'excel', 'power_bi']"
1227,,"['python', 'r', 'tableau', 'sql', 'excel', 'power_bi']"
1228,,"['python', 'r', 'tableau', 'sql', 'excel', 'power_bi']"
1229,,"['python', 'r', 'tableau', 'sql', 'excel', 'power_bi']"
1230,,"['python', 'r', 'tableau', 'sql', 'excel', 'power_bi']"
1231,,[]
1232,,"['dax', 'excel', 'power_bi', 'tableau', 'sql']"
1233,,"['dax', 'excel', 'power_bi', 'tableau', 'sql']"
1234,,[]
1235,,"['python', 'excel', 'sas', 'sql']"
1236,,"['word', 'excel', 'power_bi', 'sharepoint', 'tableau']"
1237,,"['pandas', 'python', 'sql']"
1238,,"['pandas', 'python', 'sql']"
1239,,"['excel', 'power_bi']"
1240,,"['spss', 'r', 'sas']"
1241,,"['excel', 'sql']"
1242,,"['python', 'excel', 'power_bi', 'powerpoint', 'spss', 'spreadsheet', 'sas', 'c']"
1243,,[]
1244,,['excel']
1245,,['excel']
1246,,"['word', 'crystal', 'excel', 'sql']"
1247,,"['spark', 'gcp', 'mysql', 'snowflake', 'mongodb', 'azure', 'postgres', 'aws', 'sql']"
1248,,"['excel', 'power_bi', 'sql']"
1249,,"['qlik', 'numpy', 'python', 'power_bi', 'tableau', 'r', 'pandas', 'sql', 'jupyter']"
1250,,"['excel', 'power_bi', 'sql']"
1251,,"['ssrs', 'ssis', 'power_bi', 'sql']"
1252,,"['ssrs', 'ssis', 'power_bi', 'sql']"
1253,,"['python', 'sas', 'sql']"
1254,,"['tableau', 'sq"
1255,,"['power_bi', 'python']"
1256,,"['power_bi', 'python']"
1257,,"['excel', 'sql']"
1258,,"['cognos', 'sql']"
1259,,"['shell', 'python', 'unix/linux', 'aws', 'java', 'pl/sql', 'perl']"
1260,,"['tableau', 'sql']"
1261,,"['tableau', 'sql']"
1262,,[]
1263,,['sql']
1264,,"['vba', 'excel', 'power_bi', 'tableau', 'sql']"
1265,,['sql']
1266,,"['python', 'r', 'word', 'powerpoint', 'tableau', 'sql', 'excel', 'power_bi']"
1267,,"['javascript', 'sql']"
1268,,[]
1269,,[]
1270,,"['power_bi', 'python', 'r', 'sql']"
1271,,"['python', 'splunk', 'jira', 'aws', 'git']"
1272,,['power_bi']
1273,,"['html', 'php', 'javascript', 'powerpoint', 'excel']"
1274,,"['html', 'php', 'javascript', 'powerpoint', 'excel']"
1275,,"['docker', 'pytorch']"
1276,,"['docker', 'pytorch']"
1277,,"['python', 'excel', 'java', 'html', 'javascript', 'sql']"
1278,,[]
1279,,"['sql', 'c']"
1280,,"['ssis', 'word', '"
1281,,"['ssis', 'word', '"
1282,,"['word', 'excel', 'power_bi', 'tableau', 'sql']"
1283,,"['power_bi', 'python', 'r', 'tableau', 'sql', 'bigquery', 'excel']"
1284,,"['spark', 'python', 'r', 'sql']"
1285,,"['vba', 'sas', 'sql']"
1286,,"['outlook', 'azure', 'sas', 'ssrs', 'python', 'word', 'powerpoint', 'tableau', 'sql', 'excel', 'spss']"
1287,,"['powershell', 'javascript', 'python', 'excel', 'power_bi', 'postgresql', 'mssql', 'tableau', 'java', 'sql', 'c']"
